dataset,kem_backend,sig_backend,backend_label,round,loss,accuracy,f1_score,fl_time_sec,train_time_sec,learning_rate,batch_size,time_adv_keys,time_share_keys,time_verify_sigs,time_masked,time_unmask,time_secagg_total
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),12,0.198427,0.944,,1082.233,88.222,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),13,0.188065,0.9469,,1178.966,91.164,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),14,0.180167,0.9484,,1273.247,88.684,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),15,0.173688,0.9497,,1354.983,76.186,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),16,0.165447,0.9534,,1448.806,88.24,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),17,0.158581,0.9547,,1542.816,88.394,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),18,0.152604,0.9563,,1636.383,87.93,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),19,0.14699,0.9588,,1730.802,88.818,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),20,0.142276,0.9611,,1828.461,92.021,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),21,0.136617,0.9621,,1919.364,85.325,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),22,0.131553,0.9632,,2010.048,85.102,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),23,0.128125,0.9646,,2105.191,89.384,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),24,0.123806,0.9657,,2189.733,78.983,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),25,0.120046,0.9672,,2273.926,78.617,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),26,0.116996,0.9666,,2364.807,85.287,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),27,0.112913,0.969,,2458.339,87.872,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),28,0.109629,0.9694,,2556.006,92.039,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),29,0.107145,0.9697,,2647.205,85.557,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),30,0.104767,0.9707,,2735.21,82.336,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),31,0.101856,0.9704,,2832.198,91.455,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),32,0.098709,0.9719,,2926.023,88.269,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),33,0.097256,0.9719,,3020.068,88.431,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),34,0.094879,0.9731,,3120.436,94.691,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),35,0.09307,0.9733,,3217.145,91.16,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),36,0.090879,0.9741,,3314.45,91.78,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),37,0.088575,0.9747,,3398.88,78.841,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),38,0.087174,0.9748,,3492.821,88.42,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),39,0.085651,0.9751,,3590.203,91.795,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),40,0.084201,0.9756,,3682.038,86.313,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),41,0.082769,0.9766,,3773.055,85.243,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),42,0.081463,0.9763,,3857.87,79.199,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),43,0.079944,0.9764,,3939.458,75.946,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),44,0.078628,0.9767,,4026.855,81.786,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),45,0.078263,0.9769,,4124.385,91.985,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),46,0.076125,0.9778,,4212.445,82.46,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),47,0.075891,0.9774,,4309.349,91.309,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),48,0.073849,0.9788,,4381.187,66.28,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),49,0.073241,0.9783,,4475.67,88.885,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),50,0.072247,0.9786,,4576.223,94.985,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),1,1.31474,0.783,,84.488,78.948,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),2,0.527585,0.8639,,175.263,85.118,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),3,0.391878,0.8936,,263.644,82.536,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),4,0.335611,0.9084,,361.137,91.926,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),5,0.303886,0.9162,,449.88,83.13,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),6,0.279716,0.9226,,541.029,85.534,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),7,0.260218,0.9276,,631.926,85.33,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),8,0.24682,0.9308,,723.743,86.245,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),9,0.229972,0.9347,,821.73,92.338,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),10,0.218959,0.9393,,912.809,85.438,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),11,0.207817,0.9422,,997.099,78.757,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),12,0.197826,0.9437,,1098.714,95.89,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
