dataset,kem_backend,sig_backend,backend_label,round,loss,accuracy,f1_score,fl_time_sec,train_time_sec,learning_rate,batch_size,time_adv_keys,time_share_keys,time_verify_sigs,time_masked,time_unmask,time_secagg_total
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),36,0.030729,0.9898,,4393.82,117.831,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),37,0.030157,0.9895,,4522.112,123.733,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),38,0.029952,0.9899,,4648.616,122.184,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),39,0.030208,0.9899,,4780.389,127.509,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),40,0.029672,0.9901,,4893.847,109.129,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),41,0.030212,0.9899,,5026.582,128.432,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),42,0.030103,0.9898,,5157.123,126.17,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),43,0.029758,0.99,,5285.861,124.444,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),44,0.029488,0.99,,5418.568,128.404,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),45,0.029505,0.9899,,5542.185,119.358,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
